Azorius Signet,Печать дома Азориусов,Артефакт,"{1}, {T}: Добавьте {W}{U} в свой запас маны."
Beacon Hawk,Сигнальный ястреб,Существо — Птица,"Полет
Каждый раз, когда Сигнальный ястреб наносит боевые повреждения игроку, вы можете развернуть целевое существо.
{W}: Сигнальный ястреб получает +0/+1 до конца хода."
Biomantic Mastery,Знание биомантики,Волшебство,"#(За {GU} можно заплатить {G} или {U}.)#
Возьмите карты по числу существ под контролем целевого игрока, затем возьмите карты по числу существ под контролем другого целевого игрока."
Blessing of the Nephilim,Благословение нефилима,Чары — Аура,"Зачаровать существо
Зачарованное существо получает +1/+1 за каждый свой цвет."
Blood Crypt,Кровавый Склеп,Земля — Болото Гора,"#({T}: добавьте {B} или {R} в ваше хранилище маны.)#
При выходе Кровавого Склепа на поле битвы вы можете заплатить 2 жизни. Если вы этого не делаете, Кровавый Склеп выходит на поле битвы повернутым."
Bond of Agony,Оковы страданий,Волшебство,"В качестве дополнительной стоимости Оков страданий уплатите Х жизней.
Каждый другой игрок теряет Х жизней."
Bound/Determined,Связанные/Устремленный,Мгновенное заклинание/Мгновенное заклинание,"В этот ход другие заклинания под вашим контролем нельзя прервать заклинаниями или способностями.
Возьмите карту.
-----
В этот ход другие заклинания под вашим контролем нельзя прервать заклинаниями или способностями.
Возьмите карту."
Brace for Impact,Противостояние удару,Мгновенное заклинание,"Предотвратите все повреждения, которые будут нанесены целевому многоцветному существу в этот ход. За каждое предотвращенное таким образом повреждение поместите на это существо счетчик +1/+1."
Brain Pry,Выпытывание,Волшебство,"Назовите карту не земли. Целевой оппонент показывает свою руку. Этот игрок сбрасывает карту с таким названием. Если он не может этого сделать, вы берете карту."
Breeding Pool,Нерестовая Лужа,Земля — Лес Остров,"#({T}: добавьте {G} или {U} в ваше хранилище маны.)# 

При выходе Нерестовой Лужи на поле битвы вы можете заплатить 2 жизни. Если вы этого не делаете, Нерестовая Лужа выходит на поле битвы повернутой."
Bronze Bombshell,Бронзовая мина,Артефактное существо — Механизм,"Если Бронзовую мину контролирует не ее владелец, этот игрок жертвует ее. Если игрок это делает, Бронзовая мина наносит ему 7 повреждений."
Cackling Flames,Трескучее пламя,Мгновенное заклинание,"Трескучее пламя наносит 3 повреждения целевому существу или игроку.
#Безрассудство# — Если в вашей руке нет карт, вместо этого Трескучее пламя наносит 5 повреждений этому существу или игроку."
Carom,Карамболь,Мгновенное заклинание,"Следующее 1 повреждение, которое будет нанесено целевому существу в этот ход, вместо этого будет нанесено другому целевому существу.
Возьмите карту."
Celestial Ancient,Небесная древность,Существо — Элементаль,"Полет
Каждый раз, когда вы разыгрываете заклинание чар, поместите счетчик +1/+1 на каждое существо под вашим контролем."
Coiling Oracle,Извивающийся оракул,Существо — Змея Эльф Друид,"Когда Извивающийся оракул входит в игру, покажите верхнюю карту своей библиотеки. Если это карта земли, введите ее в игру. В противном случае поместите эту карту в свою руку."
Condemn,Осуждение,Мгновенное заклинание,"Положите целевое атакующее существо в низ библиотеки его владельца. Контролирующий его игрок получает количество жизни, равное его выносливости."
Court Hussar,Судебный гусар,Существо — Ведалкен Рыцарь,"Бдительность
Когда Судебный гусар входит в игру, посмотрите 3 верхние карты своей библиотеки, затем положите одну из них в свою руку, а остальные — в низ своей библиотеки в любом порядке.
Когда Судебный гусар входит в игру, пожертвуйте его, если на его розыгрыш не было потрачено {W}."
Crime/Punishment,Преступление/Наказание,Волшебство/Волшебство,"Уничтожьте все артефакты, существа и чары с общей мановой стоимостью Х.
-----
Уничтожьте все артефакты, существа и чары с общей мановой стоимостью Х."
Crypt Champion,Защитник склепа,Существо — Зомби,"Двойной удар
Когда Защитник склепа входит в игру, каждый игрок вводит в игру со своего кладбища карту существа с общей мановой стоимостью 3 или меньше.
Когда Защитник склепа входит в игру, пожертвуйте его, если на его розыгрыш не было потрачено {R}."
Cytoplast Manipulator,Манипулятор цитопластов,Существо — Человек Чародей Мутант,"Прививка 2 #(Это существо входит в игру с двумя счетчиками +1/+1. Каждый раз, когда в игру входит другое существо, вы можете переместить на него счетчик +1/+1 с этого существа)#.
{U}, {T}: Получите контроль над целевым существом, на котором имеется счетчик +1/+1, пока в игре находится Манипулятор цитопластов."
Cytoplast Root-Kin,Цитопласт-коренник,Существо — Элементаль Мутант,"Прививка 4 #(Это существо входит в игру с четырьмя счетчиками +1/+1. Каждый раз, когда в игру входит другое существо, вы можете переместить на него счетчик +1/+1 с этого существа)#.
Когда Цитопласт-коренник входит в игру, поместите счетчик +1/+1 на каждое другое существо под вашим контролем, на котором имеется счетчик +1/+1.
{2}: Переместите счетчик +1/+1 с целевого существа под вашим контролем на Цитопласта-коренника."
Cytoshape,Цитоформа,Мгновенное заклинание,Выберите нелегендарное существо в игре. Целевое существо становится копией этого существа до конца хода.
Cytospawn Shambler,Шаркающий циторассадник,Существо — Элементаль Мутант,"Прививка 6 #(Это существо входит в игру с шестью счетчиками +1/+1. Каждый раз, когда в игру входит другое существо, вы можете переместить на него счетчик +1/+1 с этого существа)#.
{G}: Целевое существо со счетчиком +1/+1 получает способность Пробивающий удар до конца хода."
Delirium Skeins,Нити безумия,Волшебство,Каждый игрок сбрасывает 3 карты.
Supply/Demand,Предложение/Спрос,Волшебство/Волшебство,"Найдите в своей библиотеке многоцветную карту, покажите ее и поместите в свою руку. Затем перетасуйте библиотеку.
-----
Найдите в своей библиотеке многоцветную карту, покажите ее и поместите в свою руку. Затем перетасуйте библиотеку."
Demonfire,Демонический огонь,Волшебство,"Демонический огонь наносит X повреждений целевому существу или игроку. Если существо, получившее эти повреждения, должно попасть на кладбище в этот ход, вместо этого выведите его из игры.
#Безрассудство# — Если у вас в руке нет карт, Демонический огонь нельзя прервать заклинаниями или способностями, и повреждения нельзя предотвратить."
Demon's Jester,Шут демонов,Существо — Бес,"Полет
#Безрассудство# — Шут демонов получает +2/+1, пока у вас в руке нет карт."
Research/Development,Исследование/Разработка,Мгновенное заклинание/Мгновенное заклинание,"Введите в игру фишку красного существа Элементаль 3/1, если оппонент не даст вам взять карту. Повторите этот процесс еще два раза.
-----
Введите в игру фишку красного существа Элементаль 3/1, если оппонент не даст вам взять карту. Повторите этот процесс еще два раза."
Dovescape,Птичий пейзаж,Чары,"#(За {WU} можно заплатить {W} или {U}.)#
Каждый раз, когда игрок разыгрывает заклинание не существа, прервите это заклинание. Этот игрок помещает в игру Х фишек синего и белого существа Птица 1/1, где Х — общая мановая стоимость заклинания."
Dread Slag,Ужасающий шлак,Существо — Ужас,"Пробивающий удар
Ужасающий шлак получает -4/-4 за каждую карту в вашей руке."
Drekavac,Дрекавак,Существо — Зверь,"Когда Дрекавак входит в игру, пожертвуйте его или сбросьте карту не существа."
Elemental Resonance,Резонанс со стихиями,Чары — Аура,"Зачаровать перманент
В начале вашей главной фазы до боя добавьте в свой запас маны количество маны, равное мановой стоимости зачарованного перманента. #(Цвет маны при этом учитывается. Если символ маны многоцветный, выберите один цвет.)#"
Odds/Ends,Так/Эдак,Мгновенное заклинание/Мгновенное заклинание,"Целевой игрок жертвует 2 нападающих существа.
-----
Целевой игрок жертвует 2 нападающих существа."
Enemy of the Guildpact,Враг договора гильдий,Существо — Дух,Защита от многоцветного
Enigma Eidolon,Видение загадки,Существо — Дух,"{U}, Пожертвуйте Видение загадки: Целевой игрок помещает 3 верхних карты из своей библиотеки на свое кладбище.
Каждый раз, когда вы разыгрываете многоцветное заклинание, вы можете вернуть Видение загадки со своего кладбища в свою руку."
Entropic Eidolon,Видение энтропии,Существо — Дух,"{B}, Пожертвуйте Видение энтропии: Целевой игрок теряет 1 жизнь, а вы получаете 1 жизнь.
Каждый раз, когда вы разыгрываете многоцветное заклинание, вы можете вернуть Видение энтропии со своего кладбища в свою руку."
Trial/Error,Проба/Ошибка,Мгновенное заклинание/Мгновенное заклинание,"Прервите целевое многоцветное заклинание.
-----
Прервите целевое многоцветное заклинание."
Evolution Vat,Эволюционный чан,Артефакт,"{3}, {T}: Поверните целевое существо и поместите на него счетчик +1/+1. До конца хода это существо приобретает способность ""{2}{G}{U}: Удвойте количество счетчиков +1/+1 на этом существе""."
Experiment Kraj,Эксперимент Крайдж,Легендарное существо — Тина Мутант,"Эксперимент Крайдж имеет все активируемые способности каждого другого существа, на котором имеется счетчик +1/+1.
{T}: Поместите на целевое существо счетчик +1/+1."
Rise/Fall,Подъем/Падение,,
Fertile Imagination,Плодовитое воображение,Волшебство,"Выберите тип карты. Целевой оппонент показывает свою руку. Введите в игру две фишки зеленых существ Сапролингов 1/1 за каждую карту выбранного типа, показанную таким образом. #(Типы карт: артефакт, существо, чары, мгновенное заклинание, земля и волшебство.)#"
Flame-Kin War Scout,Пламенник - военный разведчик,Существо — Элементаль Разведчик,"Когда в игру входит другое существо, пожертвуйте Пламенника - военного разведчика. Если вы это делаете, Пламенник - военный разведчик наносит этому существу 4 повреждения."
Flaring Flame-Kin,Пылающий пламенник,Существо — Элементаль Воин,"Пока Пылающий пламенник зачарован, он получает +2/+2, Пробивающий удар и способность ""{R}: Пылающий пламенник получает +1/+0 до конца хода""."
Flash Foliage,Внезапная листва,Мгновенное заклинание,"Введите в игру фишку зеленого существа Сапролинга 1/1 блокирующим целевое существо, нападающее на вас.
Возьмите карту."
Freewind Equenaut,Эквенавт вольного ветра,Существо — Человек Лучник,"Полет
Пока Эквенавт вольного ветра зачарована, она получает способность “{T}: Эквенавт вольного ветра наносит 2 повреждения целевому нападающему или блокирующему существу”."
Ghost Quarter,Обиталище Духов,Земля,"{T}: добавьте {1} в ваше хранилище маны.
{T}, пожертвуйте Обиталище Духов: уничтожьте целевую землю. Контролирующий ее игрок может найти в своей библиотеке карту базовой земли, положить ее на поле битвы, затем перетасовать свою библиотеку."
Gnat Alley Creeper,Грабитель с Комариной улицы,Существо — Человек Бродяга,Грабителя с Комариной улицы не могут блокировать существа со способностью Полет.
Gobhobbler Rats,Перекрысы,Существо — Крыса,"#Безрассудство# — Пока у вас в руке нет карт, Перекрысы получают +1/+0 и имеют способность “{B}: Регенерируйте Перекрыс”."
Govern the Guildless,Власть над безгильдейными,Волшебство,"Приобретите контроль над целевым одноцветным существом.
#Предвидение# — {1}{U}, Покажите Власть над безгильдейными из своей руки: До конца хода целевое существо становится существом выбранного вами цвета или цветов. #(Разыгрывайте эту способность только во время своего этапа поддержки и только один раз за ход.)#"
Grand Arbiter Augustin IV,Верховный судья Августин IV,Легендарное существо — Человек Советник,"Разыгрываемые вами белые заклинания стоят на {1} меньше
Разыгрываемые вами синие заклинания стоят на {1} меньше.
Заклинания, разыгрываемые вашими оппонентами, стоят на {1} больше."
Guardian of the Guildpact,Страж Договора гильдий,Существо — Дух,Защита от одноцветного
Haazda Exonerator,Хаазда Освободительница,Существо — Человек Священник,"{T}, Пожертвуйте Хаазду Освободительницу: Уничтожьте целевую Ауру."
Haazda Shield Mate,Щитоносец Хаазды,Существо — Человек Солдат,"В начале вашего этапа поддержки пожертвуйте Щитоносца Хаазды или заплатите {W}{W}.
{W}: В следующий раз, когда выбранный вами источник в этот ход будет наносить вам повреждения, предотвратите эти повреждения."
Hallowed Fountain,Освященный Фонтан,Земля — Равнина Остров,"#({T}: добавьте {W} или {U} в ваше хранилище маны.)#
При выходе Освященного Фонтана на поле битвы, вы можете заплатить 2 жизни. Если вы этого не делаете, Освященный Фонтан выходит на поле битвы повернутым."
Helium Squirter,Гелиевый летун,Существо — Зверь Мутант,"Прививка 3 #(Это существо входит в игру с тремя счетчиками +1/+1. Каждый раз, когда в игру входит другое существо, вы можете переместить на него счетчик +1/+1 с этого существа)#.
{1}: Целевое существо со счетчиком +1/+1 получает способность Полет до конца хода."
Hellhole Rats,Адские крысы,Существо — Крыса,"Ускорение
Когда Адские крысы входят в игру, целевой игрок сбрасывает карту. Адские крысы наносят этому игроку повреждения, равные общей мановой стоимости сброшенной карты."
Hide/Seek,Прятки/Находки,Мгновенное заклинание/Мгновенное заклинание,"Найдите карту в библиотеке целевого оппонента и выведите эту карту из игры. Вы получаете жизнь, равную общей мановой стоимости этой карты. Затем этот игрок тасует свою библиотеку.
-----
Найдите карту в библиотеке целевого оппонента и выведите эту карту из игры. Вы получаете жизнь, равную общей мановой стоимости этой карты. Затем этот игрок тасует свою библиотеку."
Hit/Run,Выпад/Бегство,Мгновенное заклинание/Мгновенное заклинание,"До конца хода нападающие существа под вашим контролем получают +1/+0 за каждое другое нападающее существо.
-----
До конца хода нападающие существа под вашим контролем получают +1/+0 за каждое другое нападающее существо."
Ignorant Bliss,Блаженное неведение,Мгновенное заклинание,Выведите из игры все карты в вашей руке и положите их рубашкой вверх. В конце хода верните эти карты в свою руку и возьмите карту.
Indrik Stomphowler,Топовоющий индрик,Существо — Зверь,"Когда Топовоющий индрик входит в игру, уничтожьте целевой артефакт или целевые чары."
Infernal Tutor,Адский учитель,Волшебство,"Покажите карту из своей руки. Найдите в своей библиотеке карту с таким же названием, покажите ее, поместите ее в руку и затем перетасуйте свою библиотеку.
#Безрассудство# — Если у вас в руке нет карт, вместо этого найдите карту в своей библиотеке, поместите ее в свою руку и затем перетасуйте свою библиотеку."
Isperia the Inscrutable,Непостижимая Испирия,Легендарное существо — Сфинкс,"Полет
Каждый раз, когда Непостижимая Испирия наносит боевые повреждения игроку, назовите карту. Этот игрок показывает свою руку. Если в показанной руке имеется названная карта, найдите в своей библиотеке карту существа с Полетом, покажите ее, поместите в свою руку, а затем перетасуйте свою библиотеку."
Jagged Poppet,Марионетка с ножами,Существо — Огр Воин,"Каждый раз, когда Марионетке с ножами наносят повреждения, сбросьте столько же карт.
#Безрассудство# — Если у вас в руке нет карт, то каждый раз, когда Марионетка с ножами наносит игроку боевые повреждения, этот игрок сбрасывает столько же карт, сколько было нанесено повреждений."
Kill-Suit Cultist,Культист в костюме для убийств,Существо — Гоблин Берсерк,"Культист в костюме для убийств нападает каждый ход, если может.
{B}, Пожертвуйте Культиста в костюме для убийств: В следующий раз, когда в этот ход целевому существу должны быть нанесены боевые повреждения, вместо этого уничтожьте это существо."
Kindle the Carnage,Разжигание резни,Волшебство,"Случайным образом сбросьте карту. Если вы это делаете, Разжигание резни наносит каждому существу повреждения, равные общей мановой стоимости этой карты. Этот процесс можно повторять сколько угодно раз."
Leafdrake Roost,Насест Листодрейка,Чары — Аура,"Зачаровать землю
Зачарованная земля получает ""{G}{U}, {T}: Введите в игру фишку зеленого и синего существа Дрейк 2/2 со способностью Полет""."
Loaming Shaman,Шаман-могильщик,Существо — Кентавр Шаман,"Когда Шаман-могильщик входит в игру, целевой игрок втасовывает любое количество целевых карт со своего кладбища в свою библиотеку."
"Lyzolda, the Blood Witch","Лизольда, кровавая ведьма",Легендарное существо — Человек Священник,"{2}, Пожертвуйте существо: Если пожертвованное существо было красным, то Лизольда, кровавая ведьма наносит 2 повреждения целевому существу или игроку. Если пожертвованное существо было черным, возьмите карту."
Macabre Waltz,Жуткий Вальс,Волшебство,"Верните до двух целевых карт существ из вашего кладбища в вашу руку, затем сбросьте карту."
Magewright's Stone,Камень создателя магов,Артефакт,"{1}, {T}: Разверните целевое существо, у которого имеется активируемая способность с {T} в ее стоимости."
Might of the Nephilim,Мощь нефилима,Мгновенное заклинание,До конца хода целевое существо получает +2/+2 за каждый свой цвет.
Minister of Impediments,Служитель помех,Существо — Человек Советник,"#(За {WU} можно заплатить {W} или {U}.)#
{T}: Поверните целевое существо."
Mistral Charger,Небесная кобылица,Существо — Пегас,Полет
"Momir Vig, Simic Visionary","Момир Виг, визионер Симиков",Легендарное существо — Эльф Чародей,"Каждый раз, когда вы разыгрываете заклинание зеленого существа, вы можете найти карту существа в своей библиотеке и показать ее. Если вы это делаете, перетасуйте свою библиотеку и положите эту карту сверху.
Каждый раз, когда вы разыгрываете заклинание синего существа, покажите верхнюю карту своей библиотеки. Если это карта существа, поместите ее в свою руку."
Muse Vessel,Сосуд задумчивости,Артефакт,"{3}, {T}: Целевой игрок выводит из игры карту из своей руки. Разыгрывайте эту способность только тогда, когда можно разыгрывать заклинания волшебства.
{1}: Выберите карту, удаленную из игры Сосудом задумчивости. Вы можете разыграть эту карту в этот ход."
Nettling Curse,Проклятие крапивы,Чары — Аура,"Зачаровать существо
Каждый раз, когда зачарованное существо нападает или блокирует, контролирующий его игрок теряет 3 жизни.
{1}{R}: Зачарованное существо нападает в этот ход, если может."
Nightcreep,Приход тьмы,Мгновенное заклинание,"До конца хода все существа становятся черными, а все земли становятся Болотами."
Nihilistic Glee,Злорадное отрицание,Чары,"{2}{B}, Сбросьте карту: Целевой оппонент теряет 1 жизнь, а вы получаете 1 жизнь.
#Безрассудство# — {1}, Заплатите 2 жизни: Возьмите карту Разыгрывайте эту способность только тогда, когда у вас в руке нет карт."
Novijen Sages,Мудрецы Новиена,Существо — Человек Советник Мутант,"Прививка 4 #(Это существо входит в игру с четырьмя счетчиками +1/+1. Каждый раз, когда в игру входит другое существо, вы можете переместить на него счетчик +1/+1 с этого существа)#.
{1}, Снимите два счетчика +1/+1 с существ под вашим контролем: Возьмите карту."
"Novijen, Heart of Progress","Новиен, Центр прогресса",Земля,"{T}: Добавьте {1} в свой запас маны.
{G}{U}, {T}: Поместите счетчик +1/+1 на каждое существо, вошедшее в игру в этот ход."
Ocular Halo,Оптический ореол,Чары — Аура,"Зачаровать существо
Зачарованное существо получает способность “{T}: Возьмите карту”.
{W}: Зачарованное существо получает Бдительность до конца хода."
Ogre Gatecrasher,Огр - Крушитель ворот,Существо — Огр Бродяга,"Когда Огр - Крушитель ворот входит в игру, уничтожьте целевое существо со способностью Защитник."
Omnibian,Омнибия,Существо — Лягушка,{T}: До конца хода целевое существо становится Лягушкой 3/3.
Overrule,Верховенство,Мгновенное заклинание,"Прервите целевое заклинание, если игрок, контролирующий его, не заплатит {X}. Вы получаете X жизней."
Pain Magnification,Усиление боли,Чары,"Каждый раз, когда оппоненту наносится 3 и более повреждений от одного источника, этот игрок сбрасывает карту."
Paladin of Prahv,Паладин Права,Существо — Человек Рыцарь,"Каждый раз, когда Паладин Права наносит повреждения, вы получаете столько же жизни.
#Предвидение# — {1}{W}, Покажите Паладина Права из вашей руки: Каждый раз, когда целевое существо в этот ход наносит повреждения, вы получаете столько же жизней. #(Разыгрывайте эту способность только во время своего этапа поддержки и только один раз за ход.)#"
Palliation Accord,Единство облегчения,Чары,"Каждый раз, когда существо под контролем оппонента поворачивается, поместите счетчик щита на Единство облегчения.
Снимите счетчик щита с Единства облегчения: Предотвратите следующее 1 повреждение, которое должно быть нанесено вам в этот ход."
Patagia Viper,Патагийская гадюка,Существо — Змея,"Полет
Когда Патагийская гадюка входит в игру, введите в игру две фишки зеленых и синих существ Змея 1/1.
Когда Патагийская гадюка входит в игру, пожертвуйте ее, если на ее розыгрыш не было потрачено {U}."
Pillar of the Paruns,Столп Отцов,Земля,{T}: Добавьте 1 ману любого цвета в свой запас маны. Тратьте эту ману только на розыгрыш многоцветных заклинаний.
Plaxcaster Frogling,Плаксовый лягушонок,Существо — Лягушка Мутант,"Прививка 3 #(Это существо входит в игру с тремя счетчиками +1/+1. Каждый раз, когда в игру входит другое существо, вы можете переместить на него счетчик +1/+1 с этого существа)#.
{2}: В этот ход целевое существо со счетчиком +1/+1 не может становиться целью заклинаний или способностей."
Plaxmanta,Плаксовая манта,Существо — Зверь,"Вы можете разыграть Плаксовую манту в любое время, когда вы можете разыгрывать мгновенное заклинание.
Когда Плаксовая манта входит в игру, в этот ход существа под вашим контролем не могут становиться целью заклинаний или способностей.
Когда Плаксовая манта входит в игру, пожертвуйте ее, если на ее розыгрыш не было потрачено {G}."
Plumes of Peace,Перья мира,Чары — Аура,"Зачаровать существо
Зачарованное существо не разворачивается на этапе разворота контролирующего его игрока.
#Предвидение# — {W}{U}, Покажите Перья мира из своей руки: Поверните целевое существо. #(Разыгрывайте эту способность только во время своего этапа поддержки и только один раз за ход.)#"
"Prahv, Spires of Order","Прав, Шпили порядка",Земля,"{T}: Добавьте {1} в свой запас маны.
{4}{W}{U}, {T}: В этот ход предотвратите все повреждения от источника по вашему выбору."
Pride of the Clouds,Облачный прайд,Существо — Элементаль Кот,"Полет
Облачный прайд получает по +1/+1 за каждое другое существо в игре со способностью Полет.
#Предвидение# — {2}{W}{U}, Покажите Облачный прайд из своей руки: Введите в игру фишку белого и синего существа Птица 1/1 с Полетом. #(Разыгрывайте эту способность только во время своего этапа поддержки и только один раз за ход.)#"
Proclamation of Rebirth,Провозглашение возрождения,Волшебство,"Верните со своего кладбища в игру до 3 целевых карт существ с общей мановой стоимостью 1 или меньше.
#Предвидение# — {5}{W}, Покажите Провозглашение возрождения из своей руки: Верните целевую карту существа с общей мановой стоимостью 1 или меньше со своего кладбища в игру. #(Разыгрывайте эту способность только во время своего этапа поддержки и только один раз за ход.)#"
Proper Burial,Достойное погребение,Чары,"Каждый раз, когда существо под вашим контролем попадает из игры на кладбище, вы получаете жизнь, равную здоровью этого существа."
Protean Hulk,Протейная громадина,Существо — Зверь,"Когда Протейная громадина попадает из игры на кладбище, найдите в своей библиотеке любое количество карт существ с суммарной общей мановой стоимостью 6 и меньше, и введите их в игру. Затем перетасуйте библиотеку."
Psychic Possession,Психическое обладание,Чары — Аура,"Зачаровать оппонента
Пропустите свой этап взятия карты.
Каждый раз, когда зачарованный оппонент берет карту, вы можете взять карту."
Psychotic Fury,Психотическая ярость,Мгновенное заклинание,"Целевое многоцветное существо получает двойной удар до конца хода.
Возьмите карту."
Pure/Simple,Ясно/Просто,Волшебство/Волшебство,"Уничтожьте все Ауры и Снаряжения
-----
Уничтожьте все Ауры и Снаряжения"
Ragamuffyn,Беспризорница,Существо — Зомби Священник,"#Безрассудство# — {T}, Пожертвуйте существо или землю: Возьмите карту. Разыгрывайте эту способность только тогда, когда у вас в руке нет карт."
Rain of Gore,Дождь запекшейся крови,Чары,"Если заклинание или способность должны дать контролирующему игроку жизнь, вместо этого он теряет столько же жизни."
Rakdos Augermage,Сверломаг Ракдосов,Существо — Человек Чародей,"Первый удар
{T}: Покажите свою руку и сбросьте карту по выбору целевого оппонента. Затем этот игрок показывает свою руку и сбрасывает карту по вашему выбору. Разыгрывайте эту способность только тогда, когда можно разыгрывать заклинания волшебства."
Rakdos Carnarium,Карнариум Ракдосов,Земля,"Карнариум Ракдосов входит в игру повернутым.
Когда Карнариум Ракдосов входит в игру, верните землю под вашим контролем в руку владельца.
{T}: Добавьте {B}{R} в свой запас маны."
Rakdos Guildmage,Маг гильдии Ракдосов,Существо — Зомби Шаман,"#(За {BR} можно заплатить {B} или {R}.)#
{3}{B}, Сбросьте карту: Целевое существо получает -2/-2 до конца хода.
{3}{R}: Введите в игру фишку красного существа Гоблин 2/1 с Ускорением. Выведите ее из игры в конце хода."
Rakdos Ickspitter,Мерзкоплюй Ракдосов,Существо — Трулл,"{T}: Мерзкоплюй Ракдосов наносит 1 повреждение целевому существу, и контролирующий это существо игрок теряет 1 жизнь."
Rakdos Pit Dragon,Адский дракон Ракдосов,Существо — Дракон,"{R}{R}: Адский дракон Ракдосов получает Полет до конца хода.
{R}: Адский дракон Ракдосов получает +1/+0 до конца хода.
#Безрассудство# — Пока у вас в руке нет карт, Адский дракон Ракдосов получает Двойной удар."
Rakdos Riteknife,Ритуальный нож Ракдосов,Артефакт — Снаряжение,"Снаряженное существо получает +1/+0 за каждый счетчик крови на Ритуальном ноже Ракдосов и получает способность “{T}, Пожертвуйте существо: Поместите счетчик крови на Ритуальный нож Ракдосов”.
{B}{R}, Пожертвуйте Ритуальный нож Ракдосов: Целевой игрок жертвует перманент за каждый счетчик крови на Ритуальном ноже Ракдосов.
Снарядить {2}"
Rakdos Signet,Печать дома Ракдосов,Артефакт,"{1}, {T}: Добавьте {B}{R} в свой запас маны."
Rakdos the Defiler,Ракдос Осквернитель,Легендарное существо — Демон,"Полет, Пробивающий удар
Каждый раз, когда Ракдос Осквернитель нападает, пожертвуйте половину перманентов не демонов под вашим контролем, округленную в большую сторону.
Каждый раз, когда Ракдос Осквернитель наносит игроку боевые повреждения, этот игрок жертвует половину перманентов не демонов под своим контролем, округленную в большую сторону."
