Ambuscade Shaman,待ち伏せの巫師,クリーチャー ― オーク・シャーマン,"待ち伏せの巫師か他のクリーチャー１体があなたのコントロール下で戦場に出るたび、ターン終了時まで、そのクリーチャーは＋２/＋２の修整を受ける。
疾駆{3}{B}（あなたはこの呪文を、これの疾駆コストで唱えてもよい。そうしたなら、これは速攻を得るとともに、次の終了ステップの開始時に、これを戦場からオーナーの手札に戻す。）"
"Anafenza, Kin-Tree Spirit",族樹の精霊、アナフェンザ,伝説のクリーチャー ― スピリット・兵士,他のトークンでないクリーチャーが１体あなたのコントロール下で戦場に出るたび、鼓舞１を行う。（あなたがコントロールするクリーチャーの中で最も小さいタフネスを持つクリーチャーを１体選び、それの上に＋１/＋１カウンターを１個置く。）
Ancestral Statue,祖先の像,アーティファクト・クリーチャー ― ゴーレム,祖先の像が戦場に出たとき、あなたがコントロールする土地でないパーマネントを１つオーナーの手札に戻す。
Ancient Carp,古えの鯉,クリーチャー ― 魚,
Arashin Foremost,アラシンの先頭に立つ者,クリーチャー ― 人間・戦士,"二段攻撃
アラシンの先頭に立つ者が戦場に出るか攻撃するたび、あなたがコントロールする他の戦士・クリーチャー１体を対象とする。ターン終了時まで、それは二段攻撃を得る。"
Arashin Sovereign,アラシンの君主,クリーチャー ― ドラゴン,"飛行
アラシンの君主が死亡したとき、これをオーナーのライブラリーの一番上か一番下に置いてもよい。"
Artful Maneuver,巧みな機動,インスタント,"クリーチャー１体を対象とする。ターン終了時まで、それは＋２/＋２の修整を受ける。
反復（この呪文があなたの手札から唱えられたなら、これの解決に際し、これを追放する。あなたの次のアップキープの開始時に、あなたはこのカードを追放領域からこれのマナ・コストを支払うことなく唱えてもよい。）"
Assault Formation,突撃陣形,エンチャント,"あなたがコントロールする各クリーチャーは、パワーではなくタフネスに等しい点数の戦闘ダメージを割り振る。
{G}：防衛を持つクリーチャー１体を対象とする。このターン、それは防衛を持たないかのように攻撃できる。
{2}{G}：ターン終了時まで、あなたがコントロールするクリーチャーは＋０/＋１の修整を受ける。"
Atarka Beastbreaker,アタルカの獣壊し,クリーチャー ― 人間・戦士,圧倒 ― {4}{G}：ターン終了時まで、アタルカの獣壊しは＋４/＋４の修整を受ける。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。
Atarka Efreet,アタルカのイフリート,クリーチャー ― イフリート・シャーマン,"大変異{2}{R}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてよい。そうしたなら、これの上に＋１/＋１カウンターを１個置く。）
アタルカのイフリートが表向きになったとき、クリーチャー１体かプレイヤー１人を対象とする。アタルカのイフリートはそれに１点のダメージを与える。"
Atarka Monument,アタルカの碑,アーティファクト,"{T}：あなたのマナ・プールに{R}か{G}を加える。
{4}{R}{G}：ターン終了時まで、アタルカの碑は飛行を持つ赤であり緑である４/４のドラゴン・アーティファクト・クリーチャーになる。"
Atarka Pummeler,アタルカの打撃手,クリーチャー ― オーガ・戦士,圧倒 ― {3}{R}{R}：このターン、あなたがコントロールする各クリーチャーは、２体以上のクリーチャーによってしかブロックされない。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。
Atarka's Command,アタルカの命令,インスタント,"以下から２つを選ぶ。
・このターン、あなたの対戦相手はライフを得られない。
・アタルカの命令は各対戦相手にそれぞれ３点のダメージを与える。
・あなたは、あなたの手札にある土地・カードを１枚戦場に出してもよい。
・ターン終了時まで、あなたがコントロールするクリーチャーは＋１/＋１の修整を受けるとともに到達を得る。"
Avatar of the Resolute,毅然さの化身,クリーチャー ― アバター,"到達、トランプル
毅然さの化身は、あなたがコントロールする＋１/＋１カウンターが置かれている他のクリーチャー１体につき＋１/＋１カウンターが１個置かれた状態で戦場に出る。"
Aven Sunstriker,エイヴンの陽光弾手,クリーチャー ― 鳥・戦士,"飛行
二段攻撃（このクリーチャーは先制攻撃と通常の戦闘ダメージの両方を与える。）
大変異{4}{W}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてよい。そうしたなら、これの上に＋１/＋１カウンターを１個置く。）"
Aven Tactician,エイヴンの戦術家,クリーチャー ― 鳥・兵士,"飛行
エイヴンの戦術家が戦場に出たとき、鼓舞１を行う。（あなたがコントロールするクリーチャーの中で最も小さいタフネスを持つクリーチャーを１体選び、それの上に＋１/＋１カウンターを１個置く。）"
Battle Mastery,熟達した戦い,エンチャント ― オーラ,"エンチャント（クリーチャー）
エンチャントされているクリーチャーは二段攻撃を持つ。（それは先制攻撃と通常の戦闘ダメージの両方を与える。）"
Belltoll Dragon,鐘鳴りのドラゴン,クリーチャー ― ドラゴン,"飛行、呪禁
大変異{5}{U}{U}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてよい。そうしたなら、これの上に＋１/＋１カウンターを１個置く。）
鐘鳴りのドラゴンが表向きになったとき、あなたがコントロールする他の各ドラゴン・クリーチャーの上に＋１/＋１カウンターをそれぞれ１個置く。"
Berserkers' Onslaught,狂戦士たちの猛攻,エンチャント,あなたがコントロールする攻撃クリーチャーは二段攻撃を持つ。
Blessed Reincarnation,祝福された転生,インスタント,"対戦相手がコントロールするクリーチャー１体を対象とし、それを追放する。そのプレイヤーは自分のライブラリーの一番上から、クリーチャー・カードが公開されるまでカードを公開し続ける。そのプレイヤーはそのカードを戦場に出し、その後、残りを自分のライブラリーに加えて切り直す。
反復（この呪文があなたの手札から唱えられたなら、これの解決に際し、これを追放する。あなたの次のアップキープの開始時に、あなたはこのカードを追放領域からこれのマナ・コストを支払うことなく唱えてもよい。）"
Blood-Chin Fanatic,血顎の狂信者,クリーチャー ― オーク・戦士,"{1}{B}, 他の戦士・クリーチャーを１体生け贄に捧げる：プレイヤー１人を対象とする。そのプレイヤーはＸ点のライフを失い、あなたはＸ点のライフを得る。Ｘはその生け贄に捧げられたクリーチャーのパワーに等しい。"
Blood-Chin Rager,血顎の憤怒鬼,クリーチャー ― 人間・戦士,血顎の憤怒鬼が攻撃するたび、このターン、あなたがコントロールする各戦士・クリーチャーは、２体以上のクリーチャーによってしかブロックされない。
Boltwing Marauder,雷光翼の匪賊,クリーチャー ― ドラゴン,"飛行
他のクリーチャーが１体あなたのコントロール下で戦場に出るたび、クリーチャー１体を対象とする。ターン終了時まで、それは＋２/＋０の修整を受ける。"
Butcher's Glee,解体者の歓び,インスタント,クリーチャー１体を対象とする。ターン終了時まで、それは＋３/＋０の修整を受けるとともに絆魂を得る。それを再生する。（絆魂を持つクリーチャーがダメージを与えると、さらにそのコントローラーはその点数分のライフを得る。）
Center Soul,魂の基点,インスタント,"あなたがコントロールするクリーチャー１体を対象とする。色を１色選ぶ。ターン終了時まで、それはプロテクション（その選ばれた色）を得る。
反復（この呪文があなたの手札から唱えられたなら、これの解決に際し、これを追放する。あなたの次のアップキープの開始時に、あなたはこのカードを追放領域からこれのマナ・コストを支払うことなく唱えてもよい。）"
Champion of Arashin,アラシンの勇者,クリーチャー ― 猟犬・戦士,絆魂（このクリーチャーがダメージを与えると、さらにあなたはその点数分のライフを得る。）
Circle of Elders,長老たちの車座,クリーチャー ― 人間・シャーマン,"警戒
圧倒 ― {T}：あなたのマナ・プールに{C}{C}{C}を加える。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。"
Clone Legion,クローンの軍勢,ソーサリー,プレイヤー１人を対象とする。そのプレイヤーがコントロールするクリーチャー１体につき、あなたはそのクリーチャーのコピーであるトークンを１体戦場に出す。
Coat with Venom,毒塗り,インスタント,クリーチャー１体を対象とする。ターン終了時まで、それは＋１/＋２の修整を受けるとともに接死を得る。（これが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）
Collected Company,集合した中隊,インスタント,あなたのライブラリーの一番上から６枚のカードを見る。その中から、点数で見たマナ・コストが３以下のクリーチャー・カードを最大２枚まで戦場に出す。残りをあなたのライブラリーの一番下に望む順番で置く。
Colossodon Yearling,コロッソドンの一年仔,クリーチャー ― ビースト,
Commune with Lava,溶岩との融和,インスタント,あなたのライブラリーの一番上からＸ枚のカードを追放する。次のあなたのターンのターン終了時まで、あなたはそれらのカードをプレイしてもよい。
Conifer Strider,針葉樹の徘徊者,クリーチャー ― エレメンタル,呪禁（このクリーチャーは、対戦相手がコントロールする呪文や能力の対象にならない。）
Contradict,否定,インスタント,"呪文１つを対象とし、それを打ち消す。
カードを１枚引く。"
Corpseweft,死体結い,エンチャント,"{1}{B}, あなたの墓地にあるクリーチャー・カードを１枚以上追放する：黒のＸ/Ｘのゾンビ・ホラー・クリーチャー・トークンを１体、タップ状態で戦場に出す。Ｘはこれにより追放されたカードの枚数の２倍に等しい。"
Crater Elemental,火口の精霊,クリーチャー ― エレメンタル,"{R}, {T}, 火口の精霊を生け贄に捧げる：クリーチャー１体を対象とする。火口の精霊はそれに４点のダメージを与える。
圧倒 ― {2}{R}：ターン終了時まで、火口の精霊の基本のパワーは８になる。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。"
Cunning Breezedancer,狡猾な微風舞い,クリーチャー ― ドラゴン,"飛行
あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、狡猾な微風舞いは＋２/＋２の修整を受ける。"
Custodian of the Trove,宝物庫の守衛,アーティファクト・クリーチャー ― ゴーレム,"防衛
宝物庫の守衛はタップ状態で戦場に出る。"
Damnable Pact,禍々しい協定,ソーサリー,プレイヤー１人を対象とする。そのプレイヤーはカードをＸ枚引き、Ｘ点のライフを失う。
Dance of the Skywise,空智の踊り,インスタント,あなたがコントロールするクリーチャー１体を対象とする。ターン終了時まで、それは基本のパワーとタフネスが４/４の青のドラゴン・イリュージョンになり、すべての能力を失い、飛行を得る。
Deadly Wanderings,命取りの放浪,エンチャント,あなたがコントロールするクリーチャーがちょうど１体であるかぎり、そのクリーチャーは＋２/＋０の修整を受けるとともに接死と絆魂を持つ。
Deathbringer Regent,死致の執政,クリーチャー ― ドラゴン,"飛行
死致の執政が戦場に出たとき、あなたがこれを手札から唱えていて戦場に他に５体以上のクリーチャーがあった場合、他のすべてのクリーチャーを破壊する。"
Deathmist Raptor,死霧の猛禽,クリーチャー ― トカゲ・ビースト,"接死
あなたがコントロールするパーマネントが１つ表向きになるたび、あなたの墓地にある死霧の猛禽を表向きまたは裏向きの状態で戦場に戻してもよい。
大変異{4}{G}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてよい。そうしたなら、これの上に＋１/＋１カウンターを１個置く。）"
Defeat,押し倒し,ソーサリー,パワーが２以下のクリーチャー１体を対象とし、それを破壊する。
Den Protector,棲み家の防御者,クリーチャー ― 人間・戦士,"棲み家の防御者よりパワーの小さいクリーチャーでは、これをブロックできない。
大変異{1}{G}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてよい。そうしたなら、これの上に＋１/＋１カウンターを１個置く。）
棲み家の防御者が表向きになったとき、あなたの墓地にあるカード１枚を対象とし、それをあなたの手札に戻す。"
Descent of the Dragons,龍の降下,ソーサリー,望む数のクリーチャーを対象とし、それらを破壊する。これにより破壊されたクリーチャー１体につき、そのコントローラーは飛行を持つ赤の４/４のドラゴン・クリーチャー・トークンを１体戦場に出す。
Dirgur Nemesis,ダルガーの宿敵,クリーチャー ― 海蛇,"防衛
大変異{6}{U}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてよい。そうしたなら、これの上に＋１/＋１カウンターを１個置く。）"
Display of Dominance,威圧の誇示,インスタント,"以下から１つを選ぶ。
・クリーチャーでない青か黒のパーマネント１つを対象とし、それを破壊する。
・このターン、あなたがコントロールするパーマネントはあなたの対戦相手がコントロールする青や黒の呪文の対象にならない。"
Draconic Roar,龍詞の咆哮,インスタント,"龍詞の咆哮を唱えるための追加コストとして、あなたの手札にあるドラゴン・カードを１枚公開してもよい。
クリーチャー１体を対象とする。龍詞の咆哮はそれに３点のダメージを与える。あなたが龍詞の咆哮を唱えた時点でドラゴン・カードを公開したかドラゴンをコントロールしていたなら、龍詞の咆哮はそのクリーチャーのコントローラーに３点のダメージを与える。"
Dragon Fodder,ドラゴンの餌,ソーサリー,赤の１/１のゴブリン・クリーチャー・トークンを２体場に出す。
Dragon Hunter,ドラゴンを狩る者,クリーチャー ― 人間・戦士,"プロテクション（ドラゴン）
ドラゴンを狩る者は、到達を持っているかのようにドラゴンをブロックできる。"
Dragon Tempest,龍の大嵐,エンチャント,"飛行を持つクリーチャーが１体あなたのコントロール下で戦場に出るたび、ターン終了時まで、それは速攻を得る。
ドラゴンが１体あなたのコントロール下で戦場に出るたび、クリーチャー１体かプレイヤー１人を対象とする。そのドラゴンは、それにＸ点のダメージを与える。Ｘはあなたがコントロールするドラゴンの総数に等しい。"
Dragon Whisperer,龍を操る者,クリーチャー ― 人間・シャーマン,"{R}：ターン終了時まで、龍を操る者は飛行を得る。
{1}{R}：ターン終了時まで、龍を操る者は＋１/＋０の修整を受ける。
圧倒 ― {4}{R}{R}：飛行を持つ赤の４/４のドラゴン・クリーチャー・トークンを１体戦場に出す。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。"
Dragonloft Idol,龍屋の偶像,アーティファクト・クリーチャー ― ガーゴイル,あなたがドラゴンをコントロールしているかぎり、龍屋の偶像は＋１/＋１の修整を受けるとともに飛行とトランプルを持つ。
Dragonlord Atarka,龍王アタルカ,伝説のクリーチャー ― エルダー・ドラゴン,"飛行、トランプル
龍王アタルカが戦場に出たとき、対戦相手がコントロールする、クリーチャーやプレインズウォーカーを望む数対象とする。龍王アタルカはそれらに５点のダメージをあなたの望むように分割して与える。"
Dragonlord Dromoka,龍王ドロモカ,伝説のクリーチャー ― エルダー・ドラゴン,"龍王ドロモカは打ち消されない。
飛行、絆魂
あなたのターンの間、あなたの対戦相手は呪文を唱えられない。"
Dragonlord Kolaghan,龍王コラガン,伝説のクリーチャー ― エルダー・ドラゴン,"飛行、速攻
あなたがコントロールする他のクリーチャーは速攻を持つ。
対戦相手が、自分の墓地にあるいずれかのカードと同じ名前を持つ、クリーチャー・呪文かプレインズウォーカー・呪文を１つ唱えるたび、そのプレイヤーは10点のライフを失う。"
Dragonlord Ojutai,龍王オジュタイ,伝説のクリーチャー ― エルダー・ドラゴン,"飛行
龍王オジュタイがアンタップ状態であるかぎり、これは呪禁を持つ。
龍王オジュタイがプレイヤー１人に戦闘ダメージを与えるたび、あなたのライブラリーの一番上から３枚のカードを見る。そのうち１枚をあなたの手札に加え、残りをあなたのライブラリーの一番下に望む順番で置く。"
Dragonlord Silumgar,龍王シルムガル,伝説のクリーチャー ― エルダー・ドラゴン,"飛行、接死
龍王シルムガルが戦場に出たとき、クリーチャー１体かプレインズウォーカー１体を対象とする。あなたが龍王シルムガルをコントロールし続けているかぎり、それのコントロールを得る。"
Dragonlord's Prerogative,龍王の大権,インスタント,"龍王の大権を唱えるための追加コストとして、あなたの手札にあるドラゴン・カードを１枚公開してもよい。
あなたが龍王の大権を唱えた時点でドラゴン・カードを公開したかドラゴンをコントロールしていたなら、龍王の大権は打ち消されない。
カードを４枚引く。"
Dragonlord's Servant,龍王の召使い,クリーチャー ― ゴブリン・シャーマン,あなたがドラゴン・呪文を唱えるためのコストは{1}少なくなる。
Dragon's Eye Sentry,龍の眼の歩哨,クリーチャー ― 人間・モンク,防衛、先制攻撃
Dragon-Scarred Bear,龍傷負いの熊,クリーチャー ― 熊,圧倒 ― {1}{G}：龍傷負いの熊を再生する。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。
Dromoka Captain,ドロモカの隊長,クリーチャー ― 人間・兵士,"先制攻撃
ドロモカの隊長が攻撃するたび、鼓舞１を行う。（あなたがコントロールするクリーチャーの中で最も小さいタフネスを持つクリーチャーを１体選び、それの上に＋１/＋１カウンターを１個置く。）"
Dromoka Dunecaster,ドロモカの砂丘唱え,クリーチャー ― 人間・ウィザード,"{1}{W}, {T}：飛行を持たないクリーチャー１体を対象とし、それをタップする。"
Dromoka Monument,ドロモカの碑,アーティファクト,"{T}：あなたのマナ・プールに{G}か{W}を加える。
{4}{G}{W}：ターン終了時まで、ドロモカの碑は飛行を持つ緑であり白である４/４のドラゴン・アーティファクト・クリーチャーになる。"
Dromoka Warrior,ドロモカの戦士,クリーチャー ― 人間・戦士,
Dromoka's Command,ドロモカの命令,インスタント,"以下から２つを選ぶ。
・インスタント・呪文１つかソーサリー・呪文１つを対象とする。このターン、それが与えるすべてのダメージを軽減する。
・プレイヤー１人を対象とする。そのプレイヤーはエンチャントを１つ生け贄に捧げる。
・クリーチャー１体を対象とし、それの上に＋１/＋１カウンターを１個置く。
・あなたがコントロールするクリーチャー１体とあなたがコントロールしていないクリーチャー１体を対象とする。その前者はその後者と格闘を行う。"
Dromoka's Gift,ドロモカの贈り物,インスタント,鼓舞４を行う。（あなたがコントロールするクリーチャーの中で最も小さいタフネスを持つクリーチャーを１体選び、それの上に＋１/＋１カウンターを４個置く。）
Duress,強迫,ソーサリー,対戦相手１人を対象とする。そのプレイヤーは自分の手札を公開する。あなたはその中からクリーチャーでも土地でもないカード１枚を選ぶ。そのプレイヤーはそのカードを捨てる。
Dutiful Attendant,忠信な従者,クリーチャー ― 人間・戦士,忠信な従者が死亡したとき、あなたの墓地にある他のクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。
Echoes of the Kin Tree,族樹の残響,エンチャント,{2}{W}：鼓舞１を行う。（あなたがコントロールするクリーチャーの中で最も小さいタフネスを持つクリーチャーを１体選び、それの上に＋１/＋１カウンターを１個置く。）
Elusive Spellfist,神出鬼没の呪拳士,クリーチャー ― 人間・モンク,あなたがクリーチャーでない呪文を１つ唱えるたび、ターン終了時まで、神出鬼没の呪拳士は＋１/＋０の修整を受けるとともに、このターン、ブロックされない。
Encase in Ice,氷固め,エンチャント ― オーラ,"瞬速（あなたはこの呪文を、あなたがインスタントを唱えられるときならいつでも唱えてよい。）
エンチャント（赤か緑のクリーチャー）
氷固めが戦場に出たとき、エンチャントされているクリーチャーをタップする。
エンチャントされているクリーチャーは、それのコントローラーのアンタップ・ステップにアンタップしない。"
Enduring Scalelord,忍耐の鱗王,クリーチャー ― ドラゴン,"飛行
あなたがコントロールする他のクリーチャー１体の上に＋１/＋１カウンターが１個以上置かれるたび、あなたは忍耐の鱗王の上に＋１/＋１カウンターを１個置いてもよい。"
Enduring Victory,不朽の勝利,インスタント,攻撃かブロックしているクリーチャー１体を対象とし、それを破壊する。鼓舞１を行う。（あなたがコントロールするクリーチャーの中で最も小さいタフネスを持つクリーチャーを１体選び、それの上に＋１/＋１カウンターを１個置く。）
Epic Confrontation,勇壮な対決,ソーサリー,あなたがコントロールするクリーチャー１体と、あなたがコントロールしていないクリーチャー１体を対象とする。ターン終了時まで、その前者は＋１/＋２の修整を受ける。その前者はその後者と格闘を行う。（それぞれはもう一方に自身のパワーに等しい点数のダメージを与える。）
Explosive Vegetation,爆発的植生,ソーサリー,あなたのライブラリーから基本土地・カード最大２枚を探し、それらをタップ状態で戦場に出す。その後あなたのライブラリーを切り直す。
Fate Forgotten,忘れられた運命,インスタント,アーティファクト１つかエンチャント１つを対象とし、それを追放する。
Flatten,押し拉ぎ,インスタント,クリーチャー１体を対象とする。ターン終了時まで、それは－４/－４の修整を受ける。
Foe-Razer Regent,仇滅の執政,クリーチャー ― ドラゴン,"飛行
仇滅の執政が戦場に出たとき、あなたがコントロールしていないクリーチャー１体を対象とする。あなたは「仇滅の執政はそれと格闘を行う。」を選んでもよい。
あなたがコントロールするクリーチャー１体が格闘を行うたび、次の終了ステップの開始時に、それの上に＋１/＋１カウンターを２個置く。"
Foul Renewal,邪悪な復活,インスタント,あなたの墓地にあるクリーチャー・カード１枚を対象とし、それをあなたの手札に戻す。クリーチャー１体を対象とする。ターン終了時まで、それは－Ｘ/－Ｘの修整を受ける。Ｘはこれによりあなたの手札に戻したカードのタフネスに等しい。
Foul-Tongue Invocation,忌呪の発動,インスタント,"忌呪の発動を唱えるための追加コストとして、あなたの手札にあるドラゴン・カードを１枚公開してもよい。
プレイヤー１人を対象とする。そのプレイヤーはクリーチャーを１体生け贄に捧げる。あなたが忌呪の発動を唱えた時点でドラゴン・カードを公開したかドラゴンをコントロールしていたなら、あなたは４点のライフを得る。"
Foul-Tongue Shriek,忌呪の金切り声,インスタント,対戦相手１人を対象とする。そのプレイヤーはあなたがコントロールする攻撃クリーチャー１体につき１点のライフを失う。あなたはその点数に等しい点数のライフを得る。
Gate Smasher,門破り,アーティファクト ― 装備品,"門破りはタフネスが４以上のクリーチャーにのみつけることができる。
装備しているクリーチャーは＋３/＋０の修整を受けるとともにトランプルを持つ。
装備{3}"
Glade Watcher,林間の見張り,クリーチャー ― エレメンタル,"防衛
圧倒 ― {G}：このターン、林間の見張りは防衛を持たないかのように攻撃できる。この能力は、あなたがコントロールするクリーチャーのパワーの合計が８以上であるときにのみ起動できる。"
Glaring Aegis,まばゆい神盾,エンチャント ― オーラ,"エンチャント（クリーチャー）
まばゆい神盾が戦場に出たとき、対戦相手がコントロールするクリーチャー１体を対象とし、それをタップする。
エンチャントされているクリーチャーは＋１/＋３の修整を受ける。"
Gleam of Authority,権威の微光,エンチャント ― オーラ,"エンチャント（クリーチャー）
エンチャントされているクリーチャーは、あなたがコントロールする他のクリーチャーの上に置かれている＋１/＋１カウンター１個につき＋１/＋１の修整を受ける。
エンチャントされているクリーチャーは警戒を持つとともに「{W}, {T}：鼓舞１を行う」を持つ。（鼓舞１を行うには、あなたがコントロールするクリーチャーの中で最も小さいタフネスを持つクリーチャーを１体選び、それの上に＋１/＋１カウンターを１個置く。）"
Glint,きらめき,インスタント,あなたがコントロールするクリーチャー１体を対象とする。ターン終了時まで、それは＋０/＋３の修整を受けるとともに呪禁を得る。（それはあなたの対戦相手がコントロールする呪文や能力の対象にならない。）
Graceblade Artisan,雅刃の職工,クリーチャー ― 人間・モンク,雅刃の職工は、これにつけられているオーラ１つにつき＋２/＋２の修整を受ける。
Great Teacher's Decree,偉大なる師の指令,ソーサリー,"ターン終了時まで、あなたがコントロールするクリーチャーは＋２/＋１の修整を受ける。
反復（この呪文があなたの手札から唱えられたなら、これの解決に際し、これを追放する。あなたの次のアップキープの開始時に、あなたはこのカードを追放領域からこれのマナ・コストを支払うことなく唱えてもよい。）"
Guardian Shield-Bearer,盾を持つ守護者,クリーチャー ― 人間・兵士,"大変異{3}{G}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてよい。そうしたなら、これの上に＋１/＋１カウンターを１個置く。）
盾を持つ守護者が表向きになったとき、あなたがコントロールする他のクリーチャー１体を対象とし、それの上に＋１/＋１カウンターを１個置く。"
Gudul Lurker,グドゥルの闇潜み,クリーチャー ― サラマンダー,"グドゥルの闇潜みはブロックされない。
大変異{U}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてよい。そうしたなら、これの上に＋１/＋１カウンターを１個置く。）"
Gurmag Drowner,グルマグの溺れさせるもの,クリーチャー ― ナーガ・ウィザード,"濫用（このクリーチャーが戦場に出たとき、あなたはクリーチャーを１体生け贄に捧げてもよい。）
グルマグの溺れさせるものがクリーチャーを１体濫用したとき、あなたのライブラリーの一番上から４枚のカードを見る。そのうち１枚をあなたの手札に加え、残りをあなたの墓地に置く。"
Hand of Silumgar,シルムガルの手の者,クリーチャー ― 人間・戦士,接死（これが何らかのダメージをクリーチャーに与えたら、それだけで破壊する。）
Harbinger of the Hunt,狩りの先駆け,クリーチャー ― ドラゴン,"飛行
{2}{R}：狩りの先駆けは、飛行を持たない各クリーチャーにそれぞれ１点のダメージを与える。
{2}{G}：狩りの先駆けは、飛行を持つ他の各クリーチャーにそれぞれ１点のダメージを与える。"
Hardened Berserker,鍛えられた狂戦士,クリーチャー ― 人間・狂戦士,鍛えられた狂戦士が攻撃するたび、このターンにあなたが次の呪文を唱えるためのコストは{1}少なくなる。
Haven of the Spirit Dragon,精霊龍の安息地,土地,"{T}：あなたのマナ・プールに{C}を加える。
{T}：あなたのマナ・プールに、好きな色１色のマナ１点を加える。このマナは、ドラゴン・クリーチャー・呪文を唱えるためにのみ使用できる。
{2}, {T}, 精霊龍の安息地を生け贄に捧げる：あなたの墓地にあるドラゴン・クリーチャー・カード１枚かウギン・プレインズウォーカー・カード１枚を対象とし、それをあなたの手札に戻す。"
Hedonist's Trove,享楽者の宝物庫,エンチャント,"享楽者の宝物庫が戦場に出たとき、対戦相手１人を対象とする。そのプレイヤーの墓地にあるすべてのカードを追放する。
あなたは享楽者の宝物庫により追放された土地・カードをプレイしてもよい。
あなたは享楽者の宝物庫により追放された土地でないカードを唱えてもよい。あなたは毎ターン、この方法では１つしか呪文を唱えられない。"
Herald of Dromoka,ドロモカの伝令,クリーチャー ― 人間・戦士,"警戒
あなたがコントロールする他の戦士・クリーチャーは警戒を持つ。"
Herdchaser Dragon,群追いドラゴン,クリーチャー ― ドラゴン,"飛行、トランプル
大変異{5}{G}{G}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてよい。そうしたなら、これの上に＋１/＋１カウンターを１個置く。）
群追いドラゴンが表向きになったとき、あなたがコントロールする他の各ドラゴン・クリーチャーの上に＋１/＋１カウンターをそれぞれ１個置く。"
Hidden Dragonslayer,隠れたる龍殺し,クリーチャー ― 人間・戦士,"絆魂
大変異{2}{W}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてよい。そうしたなら、これの上に＋１/＋１カウンターを１個置く。）
隠れたる龍殺しが表向きになったとき、対戦相手がコントロールするパワーが４以上のクリーチャー１体を対象とし、それを破壊する。"
Icefall Regent,氷瀑の執政,クリーチャー ― ドラゴン,"飛行
氷瀑の執政が戦場に出たとき、対戦相手がコントロールするクリーチャー１体を対象とし、それをタップする。あなたが氷瀑の執政をコントロールし続けているかぎり、そのクリーチャーは、そのコントローラーのアンタップ・ステップにアンタップしない。
あなたの対戦相手が、氷瀑の執政を対象とする呪文を唱えるためのコストは{2}多くなる。"
Illusory Gains,錯覚の利得,エンチャント ― オーラ,"エンチャント（クリーチャー）
あなたはエンチャントされているクリーチャーをコントロールする。
クリーチャーが１体対戦相手のコントロール下で戦場に出るたび、そのクリーチャーに錯覚の利得をつける。"
Impact Tremors,衝撃の震え,エンチャント,クリーチャーが１体あなたのコントロール下で戦場に出るたび、衝撃の震えは各対戦相手にそれぞれ１点のダメージを与える。
Inspiring Call,鼓舞する呼び声,インスタント,あなたがコントロールする＋１/＋１カウンターが置かれているクリーチャー１体につき、カードを１枚引く。ターン終了時まで、それらのクリーチャーは破壊不能を得る。（ダメージや「破壊する」と書かれた効果では、それらは破壊されない。）
Ire Shaman,激憤の巫師,クリーチャー ― オーク・シャーマン,"激憤の巫師は、２体以上のクリーチャーによってしかブロックされない。
大変異{R}（あなたはこのカードを、{3}で２/２クリーチャーとして裏向きに唱えてもよい。これの大変異コストで、これをいつでも表向きにしてよい。そうしたなら、これの上に＋１/＋１カウンターを１個置く。）
激憤の巫師が表向きになったとき、あなたのライブラリーの一番上のカードを追放する。ターン終了時まで、あなたはそのカードをプレイしてもよい。"
Keeper of the Lens,水晶の番人,アーティファクト・クリーチャー ― ゴーレム,あなたはあなたがコントロールしていない裏向きのクリーチャーの表側を見てもよい。（これはいつでも行ってよい。）
